생산일자,설비명,MES_NO,생산모델,두께_좌,두께_중,두께_우,무게,통기도,인장강도,생산시간_분,로스시간_분,판정
2026-07-08,C21,4031,P43 (B03LM1-580),18,18.1,17.6,15.8,839,84,9,8,OK
2026-07-08,C22,4032,P45 (C11NF3-700),18.6,18.4,18.3,14.6,757,70,10,0,OK
2026-07-08,C22,4033,P45 (C11NF3-700),18.6,18.8,18.6,15.2,607,70,13,0,OK
2026-07-08,C22,4034,P45 (C11NF3-700),18.3,18.2,18.6,14.3,717,66,12,0,NG
2026-07-08,C23,4035,P41 (A07KD1-620),18.1,18,18,14.8,864,98,10,0,OK
2026-07-08,C24,4036,P42 (A07KD2-640),18.6,18.4,18.1,14,579,90,11,0,OK
2026-07-08,C24,4037,P42 (A07KD2-640),18.6,18.3,18.5,14.7,832,110,9,5,OK
2026-07-08,C24,4038,P42 (A07KD2-640),18.5,18.7,18.8,14.4,849,89,9,3,OK
2026-07-09,C21,4039,P45 (C11NF3-700),18.4,18.5,18.5,14.7,487,93,11,12,OK
2026-07-09,C21,4040,P45 (C11NF3-700),18.3,17.9,18,13.8,564,94,10,0,OK
2026-07-09,C21,4041,P45 (C11NF3-700),18.4,18,18.2,14,617,71,12,0,OK
2026-07-09,C21,4042,P45 (C11NF3-700),18.7,18.6,18.9,13.2,681,86,14,0,OK
2026-07-09,C21,4043,P45 (C11NF3-700),18.4,18.4,18.5,13.8,681,104,9,0,OK
2026-07-09,C22,4044,P41 (A07KD1-620),18.3,18.3,18.5,13.5,585,106,10,0,OK
2026-07-09,C22,4045,P41 (A07KD1-620),17.7,17.9,17.9,12,792,117,13,12,NG
2026-07-09,C22,4046,P41 (A07KD1-620),18.2,18.2,17.8,13.9,600,78,11,12,OK
2026-07-09,C23,4047,P42 (A07KD2-640),18.5,18.4,18.6,13.4,658,91,14,0,OK
2026-07-09,C23,4048,P42 (A07KD2-640),18.5,18.6,18.8,15.5,827,102,12,0,OK
2026-07-09,C24,4049,P43 (B03LM1-580),17.8,17.2,17.5,14.2,788,115,9,0,OK
2026-07-09,C24,4050,P43 (B03LM1-580),18.1,18.2,16,15.4,743,103,11,0,NG
2026-07-09,C24,4051,P43 (B03LM1-580),17.5,17.3,17.6,14.2,720,101,10,0,OK
2026-07-09,C24,4052,P43 (B03LM1-580),17.6,17.2,17.6,15.1,760,107,10,0,OK
2026-07-10,C21,4053,P41 (A07KD1-620),17.6,17.3,17.7,15.2,639,112,12,0,OK
2026-07-10,C21,4054,P41 (A07KD1-620),17.8,18.3,17.9,13.7,767,87,12,3,OK
2026-07-10,C21,4055,P41 (A07KD1-620),18.4,18.4,18.5,13.8,662,103,13,3,OK
2026-07-10,C21,4056,P41 (A07KD1-620),18,17.9,17.7,15.7,663,87,13,0,OK
2026-07-10,C22,4057,P42 (A07KD2-640),18.5,18.6,18.9,14.4,659,78,13,0,OK
2026-07-10,C22,4058,P42 (A07KD2-640),18.7,18.6,18.4,15.3,618,99,12,0,OK
2026-07-10,C22,4059,P42 (A07KD2-640),18.1,18.1,18.2,13.5,731,109,10,0,OK
2026-07-10,C22,4060,P42 (A07KD2-640),18.4,18.2,18.2,15.2,661,78,9,0,OK
2026-07-10,C23,4061,P43 (B03LM1-580),17,17.4,17.4,15.5,705,90,11,8,OK
2026-07-10,C23,4062,P43 (B03LM1-580),17.4,17.5,17.3,15.4,782,100,13,0,OK
2026-07-10,C23,4063,P43 (B03LM1-580),17.6,17.5,17.6,15.2,698,76,10,0,OK
2026-07-10,C23,4064,P43 (B03LM1-580),17.3,17.2,16.9,14.6,803,88,11,15,NG
2026-07-10,C24,4065,P45 (C11NF3-700),18,18.2,18.5,15.2,608,104,10,0,OK
2026-07-10,C24,4066,P45 (C11NF3-700),18.8,18.5,18.4,13.4,584,90,14,0,OK
2026-07-10,C24,4067,P45 (C11NF3-700),18,18.1,17.9,14.3,713,88,11,0,OK
2026-07-13,C21,4068,P42 (A07KD2-640),19,18.9,19.1,13.4,668,85,9,15,NG
2026-07-13,C21,4069,P42 (A07KD2-640),18.5,18.1,18.5,14.1,560,81,9,3,OK
2026-07-13,C21,4070,P42 (A07KD2-640),18.9,18.8,16.7,13.3,524,70,13,12,NG
2026-07-13,C21,4071,P42 (A07KD2-640),18.8,18.8,18.8,14.4,622,112,10,0,OK
2026-07-13,C21,4072,P42 (A07KD2-640),18.7,18.5,18.8,13.8,690,105,12,0,OK
2026-07-13,C22,4073,P43 (B03LM1-580),18,18,17.7,15.5,661,118,11,0,OK
2026-07-13,C22,4074,P43 (B03LM1-580),17.6,17.9,17.8,14.9,925,115,14,0,OK
2026-07-13,C22,4075,P43 (B03LM1-580),17.7,17.9,17.8,14.7,725,106,10,0,OK
2026-07-13,C23,4076,P45 (C11NF3-700),18.3,17.9,17.8,15,594,68,11,0,NG
2026-07-13,C23,4077,P45 (C11NF3-700),18.6,18.6,18.8,13.8,630,68,12,5,NG
2026-07-13,C23,4078,P45 (C11NF3-700),18.6,18.8,18.3,14,600,109,11,5,OK
2026-07-13,C24,4079,P41 (A07KD1-620),17.7,17.8,17.8,15.4,671,118,12,8,OK
2026-07-13,C24,4080,P41 (A07KD1-620),18,18.2,18.1,15.6,564,115,9,0,OK
2026-07-13,C24,4081,P41 (A07KD1-620),18.3,18.3,18.5,14.3,564,81,14,0,OK
2026-07-14,C21,4082,P43 (B03LM1-580),17.6,17.6,17.6,15.3,795,92,10,8,OK
2026-07-14,C21,4083,P43 (B03LM1-580),17.7,17.8,17.8,15.8,881,78,11,0,OK
2026-07-14,C21,4084,P43 (B03LM1-580),18.1,17.9,17.8,15.8,911,112,11,0,OK
2026-07-14,C22,4085,P45 (C11NF3-700),18.1,18.3,18.2,14.5,476,66,9,5,NG
2026-07-14,C22,4086,P45 (C11NF3-700),18.3,18.3,18.1,13.3,455,100,10,0,OK
2026-07-14,C22,4087,P45 (C11NF3-700),18.5,18.1,18.4,13.7,651,102,12,0,OK
2026-07-14,C22,4088,P45 (C11NF3-700),18.3,17.7,18.2,14.3,432,66,13,0,NG
2026-07-14,C23,4089,P41 (A07KD1-620),17.9,17.9,17.7,15.1,874,95,13,8,OK
2026-07-14,C24,4090,P42 (A07KD2-640),18.9,18.8,18.7,15,553,113,11,0,OK
2026-07-14,C24,4091,P42 (A07KD2-640),18.3,18.1,18,14.5,579,87,11,0,OK
2026-07-14,C24,4092,P42 (A07KD2-640),18.8,18.9,18.8,14.9,736,71,12,12,OK
2026-07-15,C21,4093,P45 (C11NF3-700),18.3,18,18.1,15,628,94,9,0,OK
2026-07-15,C21,4094,P45 (C11NF3-700),18.4,18.3,18.4,15,443,109,12,3,OK
2026-07-15,C21,4095,P45 (C11NF3-700),18.8,18.8,18.7,14,527,90,10,0,OK
2026-07-15,C22,4096,P41 (A07KD1-620),17.5,17.6,17.9,13.5,564,99,12,0,OK
2026-07-15,C22,4097,P41 (A07KD1-620),17.9,18.2,18.2,13.6,860,92,12,0,OK
2026-07-15,C22,4098,P41 (A07KD1-620),18.2,18,18,13.8,609,116,9,12,OK
2026-07-15,C22,4099,P41 (A07KD1-620),17.6,17.5,17.7,14.3,763,89,11,0,OK
2026-07-15,C23,4100,P42 (A07KD2-640),18.5,18.1,18.3,15.3,694,70,14,0,OK
2026-07-15,C23,4101,P42 (A07KD2-640),18.8,19.1,19.2,14.4,832,110,12,12,NG
2026-07-15,C23,4102,P42 (A07KD2-640),19.1,18.6,18.8,14.3,705,104,10,5,NG
2026-07-15,C23,4103,P42 (A07KD2-640),18.8,18.8,18.8,13.7,789,88,14,0,OK
2026-07-15,C24,4104,P43 (B03LM1-580),17.9,17.8,17.9,14.8,604,87,10,0,OK
2026-07-15,C24,4105,P43 (B03LM1-580),17.6,17.7,17.7,15.9,900,82,11,0,OK
2026-07-15,C24,4106,P43 (B03LM1-580),17.4,17.7,17.6,14.4,716,95,12,3,OK
2026-07-15,C24,4107,P43 (B03LM1-580),17.6,18,17.5,15.7,642,116,14,0,OK
2026-07-15,C24,4108,P43 (B03LM1-580),17.6,17.4,17.5,15.4,920,107,11,0,OK
2026-07-16,C21,4109,P41 (A07KD1-620),17.8,17.8,17.8,15.1,627,111,13,0,OK
2026-07-16,C21,4110,P41 (A07KD1-620),18,17.9,17.5,15.4,599,75,9,0,OK
2026-07-16,C21,4111,P41 (A07KD1-620),18.3,18,18.2,15.1,593,74,14,3,OK
2026-07-16,C21,4112,P41 (A07KD1-620),17.9,17.4,17.8,13.6,866,106,12,0,OK
2026-07-16,C22,4113,P42 (A07KD2-640),18.9,18.9,18.8,15.3,543,76,12,0,OK
2026-07-16,C22,4114,P42 (A07KD2-640),18.8,18.9,18.6,13.4,687,74,10,0,OK
2026-07-16,C22,4115,P42 (A07KD2-640),18.2,18.4,18.4,15.3,779,107,13,0,OK
2026-07-16,C23,4116,P43 (B03LM1-580),18.1,17.9,18,13.8,663,114,12,12,OK
2026-07-16,C23,4117,P43 (B03LM1-580),17.9,17.7,17.8,15.8,754,112,14,0,OK
2026-07-16,C24,4118,P45 (C11NF3-700),18.3,18.9,18.9,15.2,624,79,9,0,OK
2026-07-16,C24,4119,P45 (C11NF3-700),18.5,21.6,18.8,14.9,594,78,14,15,NG
2026-07-16,C24,4120,P45 (C11NF3-700),18.3,18.2,18.3,15,466,101,11,0,OK
2026-07-17,C21,4121,P42 (A07KD2-640),18.8,18.6,18.8,14.3,589,113,13,0,OK
2026-07-17,C21,4122,P42 (A07KD2-640),18.8,19.2,19.3,14.6,788,83,11,0,NG
2026-07-17,C21,4123,P42 (A07KD2-640),19.3,18.8,19.2,14,745,70,11,15,NG
2026-07-17,C22,4124,P43 (B03LM1-580),17.4,17.4,17.2,14.3,706,119,13,5,OK
2026-07-17,C22,4125,P43 (B03LM1-580),17.1,17.6,17.4,14.8,616,100,12,0,OK
2026-07-17,C22,4126,P43 (B03LM1-580),17.6,17.5,17.3,14.7,716,105,11,0,OK
2026-07-17,C22,4127,P43 (B03LM1-580),17,17.4,17.3,15.8,738,83,14,0,OK
2026-07-17,C23,4128,P45 (C11NF3-700),18.2,18.2,17.9,14.1,545,70,11,0,OK
2026-07-17,C23,4129,P45 (C11NF3-700),18.1,18.2,18.1,13.5,555,98,10,0,OK
2026-07-17,C24,4130,P41 (A07KD1-620),17.6,17.5,17.9,14.5,591,106,12,12,OK
2026-07-17,C24,4131,P41 (A07KD1-620),18.2,18.5,18,14.2,856,75,14,0,OK
2026-07-17,C24,4132,P41 (A07KD1-620),18.6,18.1,18.5,14,802,86,12,0,OK
2026-07-20,C21,4133,P43 (B03LM1-580),17.6,17.6,17.7,14.5,683,79,11,0,OK
2026-07-20,C21,4134,P43 (B03LM1-580),17.5,17,17.4,14.7,827,77,12,8,OK
2026-07-20,C21,4135,P43 (B03LM1-580),17.5,17.6,17.7,15.3,905,117,9,0,OK
2026-07-20,C22,4136,P45 (C11NF3-700),18.4,18.5,18.8,14.9,716,74,10,0,OK
2026-07-20,C22,4137,P45 (C11NF3-700),18.8,18.6,18.6,15.2,629,94,9,0,OK
2026-07-20,C22,4138,P45 (C11NF3-700),18.3,18.6,18.3,14.3,569,101,13,0,OK
2026-07-20,C22,4139,P45 (C11NF3-700),18.5,18.6,18.3,14.1,734,104,12,0,OK
2026-07-20,C23,4140,P41 (A07KD1-620),19.8,20,23.1,14.2,733,57,2,85,NG
2026-07-20,C24,4141,P42 (A07KD2-640),18.6,18.8,18.7,15.5,674,78,10,0,OK
2026-07-20,C24,4142,P42 (A07KD2-640),19.1,18.9,19,14.5,757,84,10,12,NG
2026-07-20,C24,4143,P42 (A07KD2-640),18.4,18.4,18.1,15,750,86,11,0,OK
2026-07-20,C24,4144,P42 (A07KD2-640),19,18.6,18.6,14.9,645,110,10,8,OK
2026-07-20,C24,4145,P42 (A07KD2-640),18.5,18.6,18.5,13.9,622,115,10,0,OK
2026-07-21,C21,4146,P45 (C11NF3-700),18.1,17.7,18,14.6,462,107,12,0,OK
2026-07-21,C21,4147,P45 (C11NF3-700),18.8,18.8,18.8,14.3,678,71,10,0,OK
2026-07-21,C21,4148,P45 (C11NF3-700),18.4,18.4,18.6,13.8,724,96,13,0,OK
2026-07-21,C22,4149,P41 (A07KD1-620),17.6,17.4,17.4,15.3,842,73,13,5,OK
2026-07-21,C22,4150,P41 (A07KD1-620),18.3,18.4,18.6,15.4,747,84,10,0,OK
2026-07-21,C22,4151,P41 (A07KD1-620),18.4,18.2,18.1,15.2,618,102,12,0,OK
2026-07-21,C22,4152,P41 (A07KD1-620),18.6,18.3,18.1,14.8,752,116,10,5,OK
2026-07-21,C23,4153,P42 (A07KD2-640),19.9,19.6,24.3,14.5,729,97,4,91,NG
2026-07-21,C24,4154,P43 (B03LM1-580),17.2,17.3,17.4,14.5,707,84,12,3,OK
2026-07-21,C24,4155,P43 (B03LM1-580),17.8,18,18.1,14.2,659,119,10,0,OK
2026-07-21,C24,4156,P43 (B03LM1-580),17.9,17.4,17.9,15.3,617,93,14,0,OK
2026-07-22,C21,4157,P41 (A07KD1-620),18,18.1,18,14.9,702,112,13,0,OK
2026-07-22,C21,4158,P41 (A07KD1-620),18.3,17.9,18.4,11.8,679,76,12,5,NG
2026-07-22,C21,4159,P41 (A07KD1-620),18.4,18.2,17.9,14.1,634,116,13,3,OK
2026-07-22,C22,4160,P42 (A07KD2-640),18.5,18.3,18.7,14.1,643,93,13,0,OK
2026-07-22,C22,4161,P42 (A07KD2-640),18.5,18.3,18.4,14.9,570,93,14,0,OK
2026-07-22,C22,4162,P42 (A07KD2-640),18.4,18.3,18.2,13.6,612,96,12,0,OK
2026-07-22,C22,4163,P42 (A07KD2-640),18.7,18.6,18.5,15.1,800,98,12,0,OK
2026-07-22,C22,4164,P42 (A07KD2-640),19,19,18.5,14.5,542,114,11,0,OK
2026-07-22,C23,4165,P43 (B03LM1-580),20.2,17.4,21.2,15.7,870,56,3,84,NG
2026-07-22,C24,4166,P45 (C11NF3-700),18.4,18.8,18.5,14.9,557,106,9,0,OK
2026-07-22,C24,4167,P45 (C11NF3-700),18.1,18.4,18.3,14.8,530,109,13,0,OK
2026-07-22,C24,4168,P45 (C11NF3-700),18.4,18.4,18.5,13.3,474,95,13,8,OK
2026-07-23,C21,4169,P42 (A07KD2-640),18.4,18.7,18.5,13.7,693,97,9,5,OK
2026-07-23,C21,4170,P42 (A07KD2-640),18.8,18.4,18.9,14,779,101,10,0,OK
2026-07-23,C21,4171,P42 (A07KD2-640),18.5,18.7,18.8,13.9,716,71,9,0,OK
2026-07-23,C21,4172,P42 (A07KD2-640),18.6,19,18.7,13.4,811,89,9,0,OK
2026-07-23,C22,4173,P43 (B03LM1-580),17.2,17.1,17.2,13.8,882,119,10,12,OK
2026-07-23,C22,4174,P43 (B03LM1-580),17.9,17.8,17.9,14.5,786,97,9,5,OK
2026-07-23,C22,4175,P43 (B03LM1-580),17.2,17.3,17.5,13.9,912,113,10,5,OK
2026-07-23,C23,4176,P45 (C11NF3-700),20,19.4,22.2,13.7,572,88,4,75,NG
2026-07-23,C24,4177,P41 (A07KD1-620),18.1,18,17.8,15.4,720,74,11,0,OK
2026-07-23,C24,4178,P41 (A07KD1-620),18,17.6,18,13.9,626,116,9,3,OK
2026-07-23,C24,4179,P41 (A07KD1-620),18,18.4,18.2,13.9,646,93,12,0,OK
2026-07-24,C21,4180,P43 (B03LM1-580),17.6,17.5,17.8,13.9,817,82,11,5,OK
2026-07-24,C21,4181,P43 (B03LM1-580),16.9,17.1,17,14.9,787,98,14,12,NG
2026-07-24,C21,4182,P43 (B03LM1-580),17.3,17.2,17.3,14,669,91,13,12,OK
2026-07-24,C21,4183,P43 (B03LM1-580),18.1,18.2,17.9,15,740,118,11,0,OK
2026-07-24,C21,4184,P43 (B03LM1-580),17.5,17.7,17.5,15.3,781,101,9,0,OK
2026-07-24,C22,4185,P45 (C11NF3-700),18.2,18.2,18.2,13.1,511,95,13,12,OK
2026-07-24,C22,4186,P45 (C11NF3-700),17.7,18.2,18,13.4,547,71,13,0,OK
2026-07-24,C22,4187,P45 (C11NF3-700),21.4,18.8,18.7,13.7,507,98,13,5,NG
2026-07-24,C22,4188,P45 (C11NF3-700),18.1,18.1,18.6,15,529,96,12,0,OK
2026-07-24,C23,4189,P41 (A07KD1-620),19.8,19.5,23.9,14.8,797,109,4,80,NG
2026-07-24,C24,4190,P42 (A07KD2-640),18.4,18.4,18.6,14.3,566,78,14,3,OK
2026-07-24,C24,4191,P42 (A07KD2-640),18.5,18.3,18.6,15.3,604,110,12,0,OK
2026-07-24,C24,4192,P42 (A07KD2-640),18.6,18.5,18.4,14.7,816,96,11,3,OK
2026-07-24,C24,4193,P42 (A07KD2-640),18.7,18.8,18.5,14.4,752,105,10,0,OK
2026-07-24,C24,4194,P42 (A07KD2-640),18.4,18.6,18,15.5,687,74,13,3,OK
