생산일자,설비명,MES_NO,생산모델,두께_좌,두께_중,두께_우,무게,통기도,인장강도,생산시간_분,로스시간_분,판정
2026-06-04,C23,4056,P42 (A07KD2-640),18.3,18.4,18.1,15.0,539,109,12,0,OK
2026-06-04,C23,4057,P42 (A07KD2-640),18.8,19.2,19.1,14.2,543,85,9,12,NG
2026-06-04,C24,4058,P43 (B03LM1-580),17.8,17.2,17.5,14.2,788,115,9,0,OK
2026-06-04,C24,4059,P43 (B03LM1-580),18.1,18.2,16.0,15.4,743,103,11,0,NG
2026-06-04,C24,4060,P43 (B03LM1-580),17.5,17.3,17.6,14.2,720,101,10,0,OK
2026-06-04,C24,4061,P43 (B03LM1-580),17.6,17.2,17.6,15.1,760,107,10,0,OK
2026-06-05,C21,4062,P41 (A07KD1-620),17.6,17.3,17.7,15.2,639,112,12,0,OK
2026-06-05,C21,4063,P41 (A07KD1-620),17.8,18.3,17.9,13.7,767,87,12,3,OK
2026-06-05,C21,4064,P41 (A07KD1-620),18.4,18.4,18.5,13.8,662,103,13,3,OK
2026-06-05,C21,4065,P41 (A07KD1-620),18.0,17.9,17.7,15.7,663,87,13,0,OK
2026-06-05,C22,4066,P42 (A07KD2-640),18.5,18.6,18.9,14.4,659,78,13,0,OK
2026-06-05,C22,4067,P42 (A07KD2-640),18.7,18.6,18.4,15.3,618,99,12,0,OK
2026-06-05,C22,4068,P42 (A07KD2-640),18.1,18.1,18.2,13.5,731,109,10,0,OK
2026-06-05,C22,4069,P42 (A07KD2-640),18.4,18.2,18.2,15.2,661,78,9,0,OK
2026-06-05,C23,4070,P43 (B03LM1-580),17.0,17.4,17.4,15.5,705,90,11,8,OK
2026-06-05,C23,4071,P43 (B03LM1-580),17.4,17.5,17.3,15.4,782,100,13,0,OK
2026-06-05,C23,4072,P43 (B03LM1-580),17.6,17.5,17.6,15.2,698,76,10,0,OK
2026-06-05,C23,4073,P43 (B03LM1-580),17.3,17.2,16.9,14.6,803,88,11,15,NG
2026-06-05,C23,4074,P43 (B03LM1-580),17.0,17.0,17.2,15.8,717,105,9,0,OK
2026-06-05,C24,4075,P45 (C11NF3-700),18.0,18.2,18.5,15.2,608,104,10,0,OK
2026-06-05,C24,4076,P45 (C11NF3-700),18.8,18.5,18.4,13.4,584,90,14,0,OK
2026-06-05,C24,4077,P45 (C11NF3-700),18.0,18.1,17.9,14.3,713,88,11,0,OK
2026-06-08,C21,4078,P42 (A07KD2-640),19.0,18.9,19.1,13.4,668,85,9,15,NG
2026-06-08,C21,4079,P42 (A07KD2-640),18.5,18.1,18.5,14.1,560,81,9,3,OK
2026-06-08,C21,4080,P42 (A07KD2-640),18.9,18.8,16.7,13.3,524,70,13,12,NG
2026-06-08,C21,4081,P42 (A07KD2-640),18.8,18.8,18.8,14.4,622,112,10,0,OK
2026-06-08,C21,4082,P42 (A07KD2-640),18.7,18.5,18.8,13.8,690,105,12,0,OK
2026-06-08,C22,4083,P43 (B03LM1-580),18.0,18.0,17.7,15.5,661,118,11,0,OK
2026-06-08,C22,4084,P43 (B03LM1-580),17.6,17.9,17.8,14.9,925,115,14,0,OK
2026-06-08,C22,4085,P43 (B03LM1-580),17.7,17.9,17.8,14.7,725,106,10,0,OK
2026-06-08,C23,4086,P45 (C11NF3-700),18.3,17.9,17.8,15.0,594,68,11,0,NG
2026-06-08,C23,4087,P45 (C11NF3-700),18.6,18.6,18.8,13.8,630,68,12,5,NG
2026-06-08,C23,4088,P45 (C11NF3-700),18.6,18.8,18.3,14.0,600,109,11,5,OK
2026-06-08,C23,4089,P45 (C11NF3-700),17.8,17.8,17.9,13.9,604,69,10,8,NG
2026-06-08,C23,4090,P45 (C11NF3-700),18.4,17.8,18.2,14.4,722,107,9,0,OK
2026-06-08,C24,4091,P41 (A07KD1-620),17.7,17.8,17.8,15.4,671,118,12,8,OK
2026-06-08,C24,4092,P41 (A07KD1-620),18.0,18.2,18.1,15.6,564,115,9,0,OK
2026-06-08,C24,4093,P41 (A07KD1-620),18.3,18.3,18.5,14.3,564,81,14,0,OK
2026-06-09,C21,4094,P43 (B03LM1-580),17.6,17.6,17.6,15.3,795,92,10,8,OK
2026-06-09,C21,4095,P43 (B03LM1-580),17.7,17.8,17.8,15.8,881,78,11,0,OK
2026-06-09,C21,4096,P43 (B03LM1-580),18.1,17.9,17.8,15.8,911,112,11,0,OK
2026-06-09,C22,4097,P45 (C11NF3-700),18.1,18.3,18.2,14.5,476,66,9,5,NG
2026-06-09,C22,4098,P45 (C11NF3-700),18.3,18.3,18.1,13.3,455,100,10,0,OK
2026-06-09,C22,4099,P45 (C11NF3-700),18.5,18.1,18.4,13.7,651,102,12,0,OK
2026-06-09,C22,4100,P45 (C11NF3-700),18.3,17.7,18.2,14.3,432,66,13,0,NG
2026-06-09,C23,4101,P41 (A07KD1-620),17.7,18.0,17.9,15.0,648,118,13,5,OK
2026-06-09,C23,4102,P41 (A07KD1-620),17.9,17.9,17.7,15.1,874,95,13,8,OK
2026-06-09,C23,4103,P41 (A07KD1-620),17.9,17.8,17.6,13.9,625,73,11,0,OK
2026-06-09,C23,4104,P41 (A07KD1-620),17.6,17.5,17.4,15.4,609,89,13,0,OK
2026-06-09,C24,4105,P42 (A07KD2-640),18.9,18.8,18.7,15.0,553,113,11,0,OK
2026-06-09,C24,4106,P42 (A07KD2-640),18.3,18.1,18.0,14.5,579,87,11,0,OK
2026-06-09,C24,4107,P42 (A07KD2-640),18.8,18.9,18.8,14.9,736,71,12,12,OK
2026-06-10,C21,4108,P45 (C11NF3-700),18.3,18.0,18.1,15.0,628,94,9,0,OK
2026-06-10,C21,4109,P45 (C11NF3-700),18.4,18.3,18.4,15.0,443,109,12,3,OK
2026-06-10,C21,4110,P45 (C11NF3-700),18.8,18.8,18.7,14.0,527,90,10,0,OK
2026-06-10,C22,4111,P41 (A07KD1-620),17.5,17.6,17.9,13.5,564,99,12,0,OK
2026-06-10,C22,4112,P41 (A07KD1-620),17.9,18.2,18.2,13.6,860,92,12,0,OK
2026-06-10,C22,4113,P41 (A07KD1-620),18.2,18.0,18.0,13.8,609,116,9,12,OK
2026-06-10,C22,4114,P41 (A07KD1-620),17.6,17.5,17.7,14.3,763,89,11,0,OK
2026-06-10,C23,4115,P42 (A07KD2-640),18.5,18.1,18.3,15.3,694,70,14,0,OK
2026-06-10,C23,4116,P42 (A07KD2-640),18.8,19.1,19.2,14.4,832,110,12,12,NG
2026-06-10,C23,4117,P42 (A07KD2-640),19.0,18.8,18.7,14.3,665,71,12,3,OK
2026-06-10,C23,4118,P42 (A07KD2-640),19.1,18.6,18.8,14.3,705,104,10,5,NG
2026-06-10,C23,4119,P42 (A07KD2-640),18.8,18.8,18.8,13.7,789,88,14,0,OK
2026-06-10,C24,4120,P43 (B03LM1-580),17.9,17.8,17.9,14.8,604,87,10,0,OK
2026-06-10,C24,4121,P43 (B03LM1-580),17.6,17.7,17.7,15.9,900,82,11,0,OK
2026-06-10,C24,4122,P43 (B03LM1-580),17.4,17.7,17.6,14.4,716,95,12,3,OK
2026-06-10,C24,4123,P43 (B03LM1-580),17.6,18.0,17.5,15.7,642,116,14,0,OK
2026-06-10,C24,4124,P43 (B03LM1-580),17.6,17.4,17.5,15.4,920,107,11,0,OK
2026-06-11,C21,4125,P41 (A07KD1-620),17.8,17.8,17.8,15.1,627,111,13,0,OK
2026-06-11,C21,4126,P41 (A07KD1-620),18.0,17.9,17.5,15.4,599,75,9,0,OK
2026-06-11,C21,4127,P41 (A07KD1-620),18.3,18.0,18.2,15.1,593,74,14,3,OK
2026-06-11,C21,4128,P41 (A07KD1-620),17.9,17.4,17.8,13.6,866,106,12,0,OK
2026-06-11,C22,4129,P42 (A07KD2-640),18.9,18.9,18.8,15.3,543,76,12,0,OK
2026-06-11,C22,4130,P42 (A07KD2-640),18.8,18.9,18.6,13.4,687,74,10,0,OK
2026-06-11,C22,4131,P42 (A07KD2-640),18.2,18.4,18.4,15.3,779,107,13,0,OK
2026-06-11,C23,4132,P43 (B03LM1-580),17.3,17.5,17.3,14.6,693,100,13,5,OK
2026-06-11,C23,4133,P43 (B03LM1-580),17.3,17.3,17.5,15.0,657,104,10,0,OK
2026-06-11,C23,4134,P43 (B03LM1-580),17.8,18.0,18.2,15.8,688,78,13,12,OK
2026-06-11,C23,4135,P43 (B03LM1-580),18.1,17.9,18.0,13.8,663,114,12,12,OK
2026-06-11,C23,4136,P43 (B03LM1-580),17.9,17.7,17.8,15.8,754,112,14,0,OK
2026-06-11,C24,4137,P45 (C11NF3-700),18.3,18.9,18.9,15.2,624,79,9,0,OK
2026-06-11,C24,4138,P45 (C11NF3-700),18.5,21.6,18.8,14.9,594,78,14,15,NG
2026-06-11,C24,4139,P45 (C11NF3-700),18.3,18.2,18.3,15.0,466,101,11,0,OK
2026-06-12,C21,4140,P42 (A07KD2-640),18.8,18.6,18.8,14.3,589,113,13,0,OK
2026-06-12,C21,4141,P42 (A07KD2-640),18.8,19.2,19.3,14.6,788,83,11,0,NG
2026-06-12,C21,4142,P42 (A07KD2-640),19.3,18.8,19.2,14.0,745,70,11,15,NG
2026-06-12,C22,4143,P43 (B03LM1-580),17.4,17.4,17.2,14.3,706,119,13,5,OK
2026-06-12,C22,4144,P43 (B03LM1-580),17.1,17.6,17.4,14.8,616,100,12,0,OK
2026-06-12,C22,4145,P43 (B03LM1-580),17.6,17.5,17.3,14.7,716,105,11,0,OK
2026-06-12,C22,4146,P43 (B03LM1-580),17.0,17.4,17.3,15.8,738,83,14,0,OK
2026-06-12,C23,4147,P45 (C11NF3-700),18.3,18.2,18.5,15.0,605,102,14,0,OK
2026-06-12,C23,4148,P45 (C11NF3-700),18.2,18.2,17.9,14.1,545,70,11,0,OK
2026-06-12,C23,4149,P45 (C11NF3-700),18.2,18.2,18.4,14.1,724,108,11,0,OK
2026-06-12,C23,4150,P45 (C11NF3-700),18.1,18.2,18.1,13.5,555,98,10,0,OK
2026-06-12,C23,4151,P45 (C11NF3-700),18.6,18.2,18.5,14.6,455,82,12,0,OK
2026-06-12,C24,4152,P41 (A07KD1-620),17.6,17.5,17.9,14.5,591,106,12,12,OK
2026-06-12,C24,4153,P41 (A07KD1-620),18.2,18.5,18.0,14.2,856,75,14,0,OK
2026-06-12,C24,4154,P41 (A07KD1-620),18.6,18.1,18.5,14.0,802,86,12,0,OK
2026-06-15,C21,4155,P43 (B03LM1-580),17.6,17.6,17.7,14.5,683,79,11,0,OK
2026-06-15,C21,4156,P43 (B03LM1-580),17.5,17.0,17.4,14.7,827,77,12,8,OK
2026-06-15,C21,4157,P43 (B03LM1-580),17.5,17.6,17.7,15.3,905,117,9,0,OK
2026-06-15,C22,4158,P45 (C11NF3-700),18.4,18.5,18.8,14.9,716,74,10,0,OK
2026-06-15,C22,4159,P45 (C11NF3-700),18.8,18.6,18.6,15.2,629,94,9,0,OK
2026-06-15,C22,4160,P45 (C11NF3-700),18.3,18.6,18.3,14.3,569,101,13,0,OK
2026-06-15,C22,4161,P45 (C11NF3-700),18.5,18.6,18.3,14.1,734,104,12,0,OK
2026-06-15,C23,4162,P41 (A07KD1-620),18.1,18.0,18.0,15.6,630,114,10,3,OK
2026-06-15,C23,4163,P41 (A07KD1-620),17.8,18.1,17.6,11.9,569,108,14,0,NG
2026-06-15,C23,4164,P41 (A07KD1-620),17.7,17.5,17.8,15.0,808,117,14,8,OK
2026-06-15,C23,4165,P41 (A07KD1-620),17.9,17.6,18.1,13.7,607,100,14,12,OK
2026-06-15,C23,4166,P41 (A07KD1-620),17.9,17.8,18.2,14.2,733,74,13,0,OK
2026-06-15,C24,4167,P42 (A07KD2-640),18.6,18.8,18.7,15.5,674,78,10,0,OK
2026-06-15,C24,4168,P42 (A07KD2-640),19.1,18.9,19.0,14.5,757,84,10,12,NG
2026-06-15,C24,4169,P42 (A07KD2-640),18.4,18.4,18.1,15.0,750,86,11,0,OK
2026-06-15,C24,4170,P42 (A07KD2-640),19.0,18.6,18.6,14.9,645,110,10,8,OK
2026-06-15,C24,4171,P42 (A07KD2-640),18.5,18.6,18.5,13.9,622,115,10,0,OK
2026-06-16,C21,4172,P45 (C11NF3-700),18.1,17.7,18.0,14.6,462,107,12,0,OK
2026-06-16,C21,4173,P45 (C11NF3-700),18.8,18.8,18.8,14.3,678,71,10,0,OK
2026-06-16,C21,4174,P45 (C11NF3-700),18.4,18.4,18.6,13.8,724,96,13,0,OK
2026-06-16,C22,4175,P41 (A07KD1-620),17.6,17.4,17.4,15.3,842,73,13,5,OK
2026-06-16,C22,4176,P41 (A07KD1-620),18.3,18.4,18.6,15.4,747,84,10,0,OK
2026-06-16,C22,4177,P41 (A07KD1-620),18.4,18.2,18.1,15.2,618,102,12,0,OK
2026-06-16,C22,4178,P41 (A07KD1-620),18.6,18.3,18.1,14.8,752,116,10,5,OK
2026-06-16,C23,4179,P42 (A07KD2-640),18.4,18.5,18.6,13.4,788,94,14,8,OK
2026-06-16,C23,4180,P42 (A07KD2-640),18.5,18.7,18.9,14.5,729,97,14,0,OK
2026-06-16,C23,4181,P42 (A07KD2-640),19.0,18.8,19.1,14.4,537,85,14,8,NG
2026-06-16,C24,4182,P43 (B03LM1-580),17.2,17.3,17.4,14.5,707,84,12,3,OK
2026-06-16,C24,4183,P43 (B03LM1-580),17.8,18.0,18.1,14.2,659,119,10,0,OK
2026-06-16,C24,4184,P43 (B03LM1-580),17.9,17.4,17.9,15.3,617,93,14,0,OK
2026-06-17,C21,4185,P41 (A07KD1-620),18.0,18.1,18.0,14.9,702,112,13,0,OK
2026-06-17,C21,4186,P41 (A07KD1-620),18.3,17.9,18.4,11.8,679,76,12,5,NG
2026-06-17,C21,4187,P41 (A07KD1-620),18.4,18.2,17.9,14.1,634,116,13,3,OK
2026-06-17,C22,4188,P42 (A07KD2-640),18.5,18.3,18.7,14.1,643,93,13,0,OK
2026-06-17,C22,4189,P42 (A07KD2-640),18.5,18.3,18.4,14.9,570,93,14,0,OK
2026-06-17,C22,4190,P42 (A07KD2-640),18.4,18.3,18.2,13.6,612,96,12,0,OK
2026-06-17,C22,4191,P42 (A07KD2-640),18.7,18.6,18.5,15.1,800,98,12,0,OK
2026-06-17,C22,4192,P42 (A07KD2-640),19.0,19.0,18.5,14.5,542,114,11,0,OK
2026-06-17,C23,4193,P43 (B03LM1-580),17.3,17.1,17.4,14.9,655,83,11,0,OK
2026-06-17,C23,4194,P43 (B03LM1-580),17.2,17.0,17.1,14.5,608,121,11,0,OK
2026-06-17,C23,4195,P43 (B03LM1-580),17.6,17.4,17.6,15.7,870,111,12,0,OK
2026-06-17,C24,4196,P45 (C11NF3-700),18.4,18.8,18.5,14.9,557,106,9,0,OK
2026-06-17,C24,4197,P45 (C11NF3-700),18.1,18.4,18.3,14.8,530,109,13,0,OK
2026-06-17,C24,4198,P45 (C11NF3-700),18.4,18.4,18.5,13.3,474,95,13,8,OK
2026-06-18,C21,4199,P42 (A07KD2-640),18.4,18.7,18.5,13.7,693,97,9,5,OK
2026-06-18,C21,4200,P42 (A07KD2-640),18.8,18.4,18.9,14.0,779,101,10,0,OK
2026-06-18,C21,4201,P42 (A07KD2-640),18.5,18.7,18.8,13.9,716,71,9,0,OK
2026-06-18,C21,4202,P42 (A07KD2-640),18.6,19.0,18.7,13.4,811,89,9,0,OK
2026-06-18,C22,4203,P43 (B03LM1-580),17.2,17.1,17.2,13.8,882,119,10,12,OK
2026-06-18,C22,4204,P43 (B03LM1-580),17.9,17.8,17.9,14.5,786,97,9,5,OK
2026-06-18,C22,4205,P43 (B03LM1-580),17.2,17.3,17.5,13.9,912,113,10,5,OK
2026-06-18,C23,4206,P45 (C11NF3-700),18.7,16.5,18.5,13.7,572,88,12,8,NG
2026-06-18,C23,4207,P45 (C11NF3-700),18.5,19.0,18.6,15.2,561,86,11,5,OK
2026-06-18,C23,4208,P45 (C11NF3-700),18.2,18.3,18.3,15.2,671,109,12,5,OK
2026-06-18,C23,4209,P45 (C11NF3-700),18.2,16.4,18.0,14.3,697,77,12,15,NG
2026-06-18,C23,4210,P45 (C11NF3-700),18.7,18.8,18.2,14.8,554,88,12,8,OK
2026-06-18,C24,4211,P41 (A07KD1-620),18.1,18.0,17.8,15.4,720,74,11,0,OK
2026-06-18,C24,4212,P41 (A07KD1-620),18.0,17.6,18.0,13.9,626,116,9,3,OK
2026-06-18,C24,4213,P41 (A07KD1-620),18.0,18.4,18.2,13.9,646,93,12,0,OK
2026-06-19,C21,4214,P43 (B03LM1-580),17.6,17.5,17.8,13.9,817,82,11,5,OK
2026-06-19,C21,4215,P43 (B03LM1-580),16.9,17.1,17.0,14.9,787,98,14,12,NG
2026-06-19,C21,4216,P43 (B03LM1-580),17.3,17.2,17.3,14.0,669,91,13,12,OK
2026-06-19,C21,4217,P43 (B03LM1-580),18.1,18.2,17.9,15.0,740,118,11,0,OK
2026-06-19,C21,4218,P43 (B03LM1-580),17.5,17.7,17.5,15.3,781,101,9,0,OK
2026-06-19,C22,4219,P45 (C11NF3-700),18.2,18.2,18.2,13.1,511,95,13,12,OK
2026-06-19,C22,4220,P45 (C11NF3-700),17.7,18.2,18.0,13.4,547,71,13,0,OK
2026-06-19,C22,4221,P45 (C11NF3-700),21.4,18.8,18.7,13.7,507,98,13,5,NG
2026-06-19,C22,4222,P45 (C11NF3-700),18.1,18.1,18.6,15.0,529,96,12,0,OK
2026-06-19,C23,4223,P41 (A07KD1-620),17.6,18.0,17.9,15.4,710,90,14,0,OK
2026-06-19,C23,4224,P41 (A07KD1-620),17.8,18.2,18.2,15.4,707,113,10,0,OK
2026-06-19,C23,4225,P41 (A07KD1-620),18.4,21.2,17.9,15.7,690,80,10,5,NG
2026-06-19,C23,4226,P41 (A07KD1-620),17.4,17.7,17.9,14.8,797,109,11,0,OK
2026-06-19,C23,4227,P41 (A07KD1-620),17.7,17.7,17.9,14.2,605,106,11,0,OK
2026-06-19,C24,4228,P42 (A07KD2-640),18.4,18.4,18.6,14.3,566,78,14,3,OK
2026-06-19,C24,4229,P42 (A07KD2-640),18.5,18.3,18.6,15.3,604,110,12,0,OK
2026-06-19,C24,4230,P42 (A07KD2-640),18.6,18.5,18.4,14.7,816,96,11,3,OK
2026-06-19,C24,4231,P42 (A07KD2-640),18.7,18.8,18.5,14.4,752,105,10,0,OK
2026-06-19,C24,4232,P42 (A07KD2-640),18.4,18.6,18.0,15.5,687,74,13,3,OK
